04C	CUE	0.11227063819515956
04C	CUE	0.11170214111927758
04C	CUE	0.1120289208680392
04C	CUE	0.11272371785686022
04C	CUE	0.11264451633422534
04C	CUE	0.11155180159109004
04C	CUE	0.11290190610776751
04C	CUE	0.11256273807923635
04C	CUE	0.11195012349532167
04C	CUE	0.1127971394222335
04C	CUE	0.1122773477929876
04C	CUE	0.11217604700875596
04C	CUE	0.11245148407506984
04C	CUE	0.11174678421552361
04C	CUE	0.11189888195942811
04C	CUE	0.11280791115173491
04C	CUE	0.11246767198798115
04C	CUE	0.11164134041285545
04C	CUE	0.11246853089725693
04C	CUE	0.11196315871122912
04C	CUE	0.11296844628699357
04C	CUE	0.11152890406486768
04C	CUE	0.11158390460914296
04C	CUE	0.11137094547982065
04C	CUE	0.11241560187785946
04C	CUE	0.1122118281644953
04C	CUE	0.11168755986321563
04C	CUE	0.1123270129626021
04C	CUE	0.1128436215561469
04C	CUE	0.11250163426903684
04C	CUE	0.11148783806818224
04C	CUE	0.11135141285662395
04C	CUE	0.11145435068703269
04C	CUE	0.11241322724640003
04C	CUE	0.11163680334823624
04C	CUE	0.1117774523443134
04C	CUE	0.11269339331425023
04C	CUE	0.11303682553820919
04C	CUE	0.11161834184016582
04C	CUE	0.11246312482145203
04C	CUE	0.11199786876212725
04C	CUE	0.11269542438161737
04C	CUE	0.11172163331786628
04C	CUE	0.11189746728477312
04C	CUE	0.11226426205626247
04C	CUE	0.11296029170484445
04C	CUE	0.11260342005866751
04C	CUE	0.1121342231714056
04C	CUE	0.11261796088511927
04C	CUE	0.11190330787012648
04C	CUE	0.11280852754517713
04C	CUE	0.11185091438293825
04C	CUE	0.11233380339865894
04C	CUE	0.11185118721308586
04C	CUE	0.11273701578998181
04C	CUE	0.11280985127553059
04C	CUE	0.11213148476603245
04C	CUE	0.11188949458257917
04C	CUE	0.11302012228714191
04C	CUE	0.11179440823198747
04C	CUE	0.1116533550449513
04C	CUE	0.11238192252939277
04C	CUE	0.11207380646852064
04C	CUE	0.11198281258298007
04C	CUE	0.11186441442151626
04C	CUE	0.11158811831963951
04C	CUE	0.11295076286837827
04C	CUE	0.1119968986995784
04C	CUE	0.11257772351791771
04C	CUE	0.11266354369713776
04C	CUE	0.11243471008276888
04C	CUE	0.11195694424782794
04C	CUE	0.1118682037287105
04C	CUE	0.11172553377851867
04C	CUE	0.11276126733947278
04C	CUE	0.11284460172285081
04C	CUE	0.11306115792051326
04C	CUE	0.1118706490950068
04C	CUE	0.1115717181944305
04C	CUE	0.11177928131673412
04C	CUE	0.11188834263321601
04C	CUE	0.11191463537208757
04C	CUE	0.11180499808303802
04C	CUE	0.111979902395301
04C	CUE	0.11137426996662789
04C	CUE	0.11161596720713858
04C	CUE	0.1129417695868474
04C	CUE	0.11261427262824567
04C	CUE	0.1130431309396321
04C	CUE	0.11246483253509999
04C	CUE	0.1124449058407588
04C	CUE	0.11287142999718837
04C	CUE	0.11269416128001705
04C	CUE	0.11239327023677761
04C	CUE	0.11130134345637957
04C	CUE	0.1116611761763626
04C	CUE	0.11191354405164541
04C	CUE	0.11161793764726836
04C	CUE	0.11246757093984792
04C	CUE	0.11263209751882348
04C	CUE	0.11141147592467618
04C	CUE	0.11264421318983744
04C	CUE	0.1129013907623867
04C	CUE	0.11273575268848059
04C	CUE	0.11219498343531406
04C	CUE	0.1127482725510079
04C	CUE	0.11295621946615608
04C	CUE	0.1116394002872461
04C	CUE	0.11262608515498666
04C	CUE	0.1119006098835046
04C	CUE	0.11246462033404016
04C	CUE	0.11248281910484406
04C	CUE	0.11256257640216825
04C	CUE	0.11238241766531512
04C	CUE	0.11303089401470635
04C	CUE	0.11275751845420326
04C	CUE	0.11277101848322502
04C	CUE	0.11269259503405182
04C	CUE	0.11183545400925772
04C	CUE	0.11304508116799761
04C	CUE	0.11136742900138456
04C	CUE	0.11225521824578918
04C	CUE	0.11265380265742707
04C	CUE	0.1126202546777107
04C	CUE	0.11220151114681681
04C	CUE	0.11197048470457445
04C	CUE	0.11256732566462202
04C	CUE	0.11191425138897847
04C	CUE	0.11245360608612806
04C	CUE	0.11156145169572369
04C	CUE	0.11277124078907341
04C	CUE	0.1117914778342927
04C	CUE	0.11254123503536709
04C	CUE	0.11153837228294827
04C	CUE	0.11296873932648883
04C	CUE	0.11140964695174566
04C	CUE	0.11261274680147232
04C	CUE	0.11216023297041071
04C	CUE	0.11177774538408708
04C	CUE	0.11253028141706026
04C	CUE	0.11207351342881491
04C	CUE	0.11132013842822744
04C	CUE	0.11232280935930364
04C	CUE	0.11292069095140071
04C	CUE	0.11246274083850327
04C	CUE	0.11215541297273338
04C	CUE	0.11180761523136112
04C	CUE	0.11183437279362272
04C	CUE	0.11291920554420626
04C	CUE	0.11243461913942866
04C	CUE	0.11177119746076346
04C	CUE	0.11282202757369178
04C	CUE	0.11197670927266752
04C	CUE	0.11221818409406488
04C	CUE	0.11131871364813113
04C	CUE	0.11198871379682572
04C	CUE	0.11262815664169189
04C	CUE	0.11169327919166036
04C	CUE	0.11161914012098627
04C	CUE	0.1118798242707297
04C	CUE	0.11175882916107499
04C	CUE	0.11271532075764971
04C	CUE	0.11216891300809297
04C	CUE	0.11283186966027102
04C	CUE	0.11216116261354848
04C	CUE	0.11164617051737781
04C	CUE	0.11243793351859295
04C	CUE	0.11164719110429303
04C	CUE	0.11191466568653811
04C	CUE	0.11306542215023879
04C	CUE	0.11190358070021919
04C	CUE	0.11241965390866097
04C	CUE	0.112975671226541
04C	CUE	0.11295001511241014
04C	CUE	0.11238920810107755
04C	CUE	0.11290912094282826
04C	CUE	0.11307951835987853
04C	CUE	0.11294955029115666
04C	CUE	0.11238945061662588
04C	CUE	0.11163926892454562
04C	CUE	0.1118422949720026
04C	CUE	0.11193367285063163
04C	CUE	0.11262720678926341
04C	CUE	0.1123304890191608
04C	CUE	0.11297916749093821
04C	CUE	0.1115481032262905
04C	CUE	0.112920286758987
04C	CUE	0.1120360043453785
04C	CUE	0.11271967593192216
04C	CUE	0.1123572566753673
04C	CUE	0.11151998150716819
04C	CUE	0.1115890984873275
04C	CUE	0.11184573061062526
04C	CUE	0.11137984782897516
04C	CUE	0.11221437457825846
04C	CUE	0.11205741645430628
04C	CUE	0.11249878471143208
04C	CUE	0.11152846955754825
04C	CUE	0.11193751268173803
04C	CUE	0.11183627249964857
04C	CUE	0.11133704379789636
04C	CUE	0.11211531705847755
04C	CUE	0.11250760621423304
04C	CUE	0.11151026066843976
04C	CUE	0.11296003908456724
04C	CUE	0.11221268707386678
04C	CUE	0.1123798308326774
04C	CUE	0.1119775479726286
