Flux_Variability	ID	lower_4	upper_4	range_4	lower_15	upper_15	range_15	lower_20	upper_20	range_20	four_fifteen	four_twenty	fifteen_twenty
Flux_Variability	2MAHMP	-2.797e-05	-2.797e-05	0.0	-6.43e-05	-6.43e-05	0.0	-2.348e-05	-2.348e-05	0.0	15CL < 04CL | 15CU < 04CU | 04CR == 15CR	04CL < 20CL | 04CU < 20CU | 04CR == 20CR	15CL < 20CL | 15CU < 20CU | 15CR == 20CR
Flux_Variability	4HBASink	2.797e-05	2.797e-05	0.0	6.43e-05	6.43e-05	0.0	2.348e-05	2.348e-05	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	4HBTE	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	5DOAN	2.5e-07	2.5e-07	0.0	5.7e-07	5.7e-07	0.0	2.1e-07	2.1e-07	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	5DRIB_Sink	2.5e-07	2.5e-07	0.0	5.7e-07	5.7e-07	0.0	2.1e-07	2.1e-07	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	5HPUDICDCr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	5HPUDICDCs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	A5PISO	0.00132257	0.00132257	0.0	0.00304004	0.00304004	0.0	0.00111017	0.00111017	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AACPS10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPSFA130OH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPSFA1718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AACPSFA1817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ABTA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACACCB	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACACCT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACACT10R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACACt2	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACALDi	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.09212854	0.09212854	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU < 20CU | 04CR < 20CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
Flux_Variability	ACBIPGT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACCOAC	0.56170719	0.56170719	0.0	1.29112981	1.29112981	0.0	0.47149633	0.47149633	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACCOAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACGAMK	5.0	5.0	0.0	5.0	5.0	0.0	5.0	5.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACGAt2	5.0	5.0	0.0	5.0	5.0	0.0	5.0	5.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACGK	0.04175205	0.04175205	0.0	0.0959705	0.0959705	0.0	0.03504662	0.03504662	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACGS	0.04175205	0.04175205	0.0	0.0959705	0.0959705	0.0	0.03504662	0.03504662	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACHBS	0.02974494	0.02974494	0.0	0.06837116	0.06837116	0.0	0.02496786	0.02496786	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACKr	12.34230478	12.34230478	0.0	8.12260201	8.12260201	0.0	8.3768692	8.3768692	0.0	15CL < 04CL | 15CU < 04CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	15CL < 20CL | 15CU < 20CU | 15CR == 20CR
Flux_Variability	ACLS	0.08863965	0.08863965	0.0	0.20374547	0.20374547	0.0	0.07440401	0.07440401	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACMAT1	-0.0	0.07331539	0.07331539	0.0	0.16852141	0.16852141	0.0	0.06154085	0.06154085	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 20CU < 04CU | 20CR < 04CR	15CL == 20CL | 20CU < 15CU | 20CR < 15CR
Flux_Variability	ACNAMS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACOAD10	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACOAD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACOAD9	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACOATA	-0.0	0.07331539	0.07331539	-0.0	0.16852141	0.16852141	-0.0	0.06154085	0.06154085	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 20CU < 04CU | 20CR < 04CR	15CL == 20CL | 20CU < 15CU | 20CR < 15CR
Flux_Variability	ACODA	0.04175205	0.04175205	0.0	0.0959705	0.0959705	0.0	0.03504662	0.03504662	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACONT	0.25893575	0.25893575	0.0	0.46682429	0.46682429	0.0	0.07834691	0.07834691	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ACOTA	-0.04175205	-0.04175205	0.0	-0.0959705	-0.0959705	0.0	-0.03504662	-0.03504662	0.0	15CL < 04CL | 15CU < 04CU | 04CR == 15CR	04CL < 20CL | 04CU < 20CU | 04CR == 20CR	15CL < 20CL | 15CU < 20CU | 15CR == 20CR
Flux_Variability	ACPS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACPSc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ACt6	-17.40340737	-17.40340737	0.0	-13.26305131	-13.26305131	0.0	-13.42815864	-13.42815864	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	04CL < 20CL | 04CU < 20CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADCL	2.797e-05	2.797e-05	0.0	6.43e-05	6.43e-05	0.0	2.348e-05	2.348e-05	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADCOBAK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADCOBAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADCOBHEXS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADCS	2.797e-05	2.797e-05	0.0	6.43e-05	6.43e-05	0.0	2.348e-05	2.348e-05	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADHMCYSSYN	0.00016783	0.00016783	0.0	0.00038578	0.00038578	0.0	0.00014088	0.00014088	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADK1	-0.0	2.09086516	2.09086516	-0.0	3.5287576	3.5287576	-0.0	1.28863592	1.28863592	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 20CU < 04CU | 20CR < 04CR	15CL == 20CL | 20CU < 15CU | 20CR < 15CR
Flux_Variability	ADK3	-1.00779678	1.1389118	2.14670858	-2.18814248	1.34061512	3.5287576	-0.79906849	0.48956743	1.28863592	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 20CR < 15CR
Flux_Variability	ADK4	-0.05584342	0.0	0.05584342	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL < 15CL | 04CU == 15CU | 15CR < 04CR	04CL < 20CL | 04CU == 20CU | 20CR < 04CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADMDC	0.00084594	0.00084594	0.0	0.00194446	0.00194446	0.0	0.00071008	0.00071008	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADNCYC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADNK1	0.00101402	0.05685745	0.05584343	0.00233082	0.00233082	0.0	0.00085117	0.00085117	0.0	04CL < 15CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADNt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADPRDP	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ADSK	0.01670539	0.01670539	0.0	0.03839871	0.03839871	0.0	0.01402249	0.01402249	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADSL1r	0.01844026	0.01844026	0.0	0.04238644	0.04238644	0.0	0.01547873	0.01547873	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADSL2r	0.01668378	0.01668378	0.0	0.03834903	0.03834903	0.0	0.01400435	0.01400435	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ADSS	0.01844026	0.01844026	0.0	0.04238644	0.04238644	0.0	0.01547873	0.01547873	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AEPPAT	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AGDC	5.0	5.0	0.0	5.0	5.0	0.0	5.0	5.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AGMAHYD	0.0050192	0.0050192	0.0	0.01153705	0.01153705	0.0	0.00421311	0.00421311	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AGPEPHOS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AGPR	-0.04175205	-0.04175205	0.0	-0.0959705	-0.0959705	0.0	-0.03504662	-0.03504662	0.0	15CL < 04CL | 15CU < 04CU | 04CR == 15CR	04CL < 20CL | 04CU < 20CU | 04CR == 20CR	15CL < 20CL | 15CU < 20CU | 15CR == 20CR
Flux_Variability	AHAI	0.08863965	0.08863965	0.0	0.20374547	0.20374547	0.0	0.07440401	0.07440401	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AHCYSNS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	AICART	0.02647777	0.02647777	0.0	0.06086131	0.06086131	0.0	0.02222541	0.02222541	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AIRC2	0.01668378	0.01668378	0.0	0.03834903	0.03834903	0.0	0.01400435	0.01400435	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	AIRC3	-0.01668378	-0.01668378	0.0	-0.03834903	-0.03834903	0.0	-0.01400435	-0.01400435	0.0	15CL < 04CL | 15CU < 04CU | 04CR == 15CR	04CL < 20CL | 04CU < 20CU | 04CR == 20CR	15CL < 20CL | 15CU < 20CU | 15CR == 20CR
Flux_Variability	AKGD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ALAALA	0.00307211	0.00307211	0.0	0.00706149	0.00706149	0.0	0.00257872	0.00257872	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ALAD_L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ALAGLYX	0.16562678	0.16562678	0.0	0.25234601	0.25234601	0.0	2.348e-05	2.348e-05	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ALAR	0.00307211	0.00307211	0.0	0.00706149	0.00706149	0.0	0.00257872	0.00515744	0.00257872	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 20CU < 15CU | 15CR < 20CR
Flux_Variability	ALATA_D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ALATA_L	-0.24028156	0.44496932	0.68525088	-0.42394612	1.15109466	1.57504078	-0.06526733	0.51248667	0.577754	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 20CR < 15CR
Flux_Variability	ALATA_L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ALATRS	0.03835573	0.03835573	0.0	0.08816378	0.08816378	0.0	0.03219575	0.03219575	0.0	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR == 20CR	20CL < 15CL | 20CU < 15CU | 15CR == 20CR
Flux_Variability	ALA_Dt4	0.00307211	0.00307211	0.0	0.00706149	0.00706149	0.0	0.0	0.00257872	0.00257872	04CL < 15CL | 04CU < 15CU | 04CR == 15CR	20CL < 04CL | 20CU < 04CU | 04CR < 20CR	20CL < 15CL | 20CU < 15CU | 15CR < 20CR
Flux_Variability	ALAt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
Flux_Variability	ALCD2x	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	04CL == 15CL | 04CU == 15CU | 04CR == 15CR	04CL == 20CL | 04CU == 20CU | 04CR == 20CR	15CL == 20CL | 15CU == 20CU | 15CR == 20CR
