gene	4C Late Replicate A	4C Late Replicate B	15C Replicate A	15C Replicate B	20C Replicate A	20C Replicate B
sps_RS06540	23.32482276	17.44052593	10.46285785	15.02426869	24.60304679	2.308501915
sps_RS06545	31.68655803	31.3749639	39.19131298	40.44067686	60.02528499	63.88383513
sps_RS06550	151.6487292	132.6980132	112.8528937	114.5505581	204.4480304	50.4547137
sps_RS06555	337.1513426	296.4908199	339.926258	268.8258153	568.7954422	152.4815676
sps_RS06560	96.34144127	155.3557199	134.7322398	147.4297291	239.6455863	127.5954313
sps_RS06565	7.592836645	5.004317758	11.03222051	10.88008126	16.15996408	18.75958525
sps_RS06570	8.561902072	5.410502242	4.336401843	2.827607966	10.68844658	3.311287916
sps_RS06590	30.95618099	22.1743368	16.84647427	11.69118247	31.92824522	1.307315359
sps_RS06595	87.18168812	61.42213458	66.94057385	65.48185547	118.9274055	5.559989463
sps_RS06600	552.5880465	385.845856	304.6742035	276.1190666	414.0746619	87.82428099
sps_RS06605	460.3178146	448.3541503	341.8632956	298.5590807	322.9745293	78.26672645
sps_RS06610	69.841869	57.09247097	58.71512199	44.91679231	62.56903416	41.06218647
sps_RS06615	192.0167763	133.5561622	117.4256849	129.5160089	124.3279062	97.62643182
sps_RS06620	178.3354733	81.47459595	74.88271084	56.10932481	94.09606688	28.57878012
sps_RS06625	225.2341352	203.0812609	86.08496591	75.32094714	98.03279182	42.29000706
sps_RS06630	69.39911499	48.84753636	93.74080987	95.6943032	92.47631575	37.10382943
sps_RS06635	185.088794	177.1250763	152.4470468	131.9520919	194.4488254	107.9606663
sps_RS06640	49.79466723	44.36638178	50.02706542	48.0088105	53.57248637	54.91931343
sps_RS06645	111.3777708	73.98249477	53.27266321	51.08736862	56.05021386	60.72623878
sps_RS06650	664.8355094	552.1062403	683.4768493	639.5441238	903.2246333	33.38139868
sps_RS06655	18.42992408	10.8560039	8.63443812	13.99719061	16.26664581	2.222860187
sps_RS06660	40.72337817	28.45982016	37.64202102	37.92519594	82.75387551	20.63906125
sps_RS06665	21.15319693	15.28913312	13.97047279	8.10222576	15.81068377	0.827802976
sps_RS06670	30.72921231	13.15179008	5.732814463	8.070101244	7.927894464	1.095298687
sps_RS06675	339.3689701	236.9770382	124.4797101	107.494446	177.3556928	11.5362724
sps_RS06680	34.70981558	29.36970466	39.38581317	39.50894081	48.54549578	49.26198877
sps_RS06685	121.4706582	100.4477515	228.4639064	218.056079	97.20642616	77.27737228
sps_RS06690	41.70601438	41.74884015	32.72890448	32.49444699	25.13667451	21.94307693
sps_RS06695	144.1738391	140.697128	107.6271324	89.27381488	114.8250909	159.650123
sps_RS06700	31.82191124	35.56744141	16.23303686	16.44213838	20.97633504	5.762930062
sps_RS06705	85.71114288	112.7440869	70.94557132	63.72150843	93.49242021	105.3632494
sps_RS06710	216.212898	209.0938968	143.1015149	144.0619275	322.2259954	57.83506724
sps_RS06715	336.2716356	625.9523954	338.0360742	332.6943071	623.3161094	414.7780888
sps_RS06720	162.3618339	457.2433738	222.3300213	224.2908361	369.4068135	526.9950367
sps_RS06730	274.0981113	321.6596011	412.2300752	433.800621	732.8202564	691.8886418
sps_RS06735	689.6381471	577.7633491	1105.995266	899.463588	2000.776568	579.5545791
sps_RS06740	25.95087119	16.17184262	8.632639489	8.058163891	18.51630625	5.673701596
sps_RS06745	39.67751895	20.86621319	13.77423829	14.41896039	36.41413669	6.735101815
sps_RS06750	45.31415229	26.65508942	37.44783086	29.21046321	47.61975375	11.89360978
sps_RS06755	42.98830724	32.38612597	41.84145787	47.82005108	46.84752498	8.765653772
sps_RS06760	48.21348502	48.10949081	102.7013799	83.41710723	116.4869597	38.23103879
sps_RS06765	17.32500076	18.03843637	15.69148309	17.45803377	22.45642724	18.65053748
sps_RS06770	81.922139	86.11948852	59.58104217	52.46172573	60.40342631	63.11382429
sps_RS06775	80.93334364	49.39652348	51.2374124	47.18695431	48.45610892	21.2177384
sps_RS06780	76.72967095	67.95582461	55.91953666	63.0201226	63.24444741	37.22916642
sps_RS06785	43.42159745	37.56736685	13.74386853	14.90881299	35.25170683	64.58375183
sps_RS06790	16.82833746	12.58994679	19.5953734	13.12189403	43.70659922	20.8193616
sps_RS06795	41.478192	26.58773298	29.84822418	28.89746157	54.52913791	9.79187862
sps_RS06800	70.41079146	42.25457004	67.0079459	60.80217687	123.4439234	51.84042854
sps_RS06805	25.1444333	25.30371741	8.601926313	12.98485727	28.17338792	2.766035835
sps_RS06810	40.55490117	24.69620712	25.8358236	20.42654148	49.81371124	36.02333703
sps_RS06815	50.91456621	30.04920023	37.53403014	35.50100057	65.84418867	14.38798633
sps_RS06820	62.87304177	37.35129215	32.89224246	33.70500775	84.06348086	33.66564118
sps_RS06825	136.3155943	89.73421015	108.6838348	77.71252146	215.4835657	85.79770715
sps_RS06830	27.4566707	21.27780671	37.76136907	24.35566256	46.96374932	48.7836453
sps_RS06835	17.88521848	13.43679172	24.58477826	22.47907359	26.1424303	21.65222437
sps_RS06840	24.03788025	14.7271271	25.18278146	23.88238193	37.07024726	11.54102804
sps_RS06845	39.78167981	26.62326163	61.22138995	61.66997434	64.14764526	59.84426009
sps_RS06850	226.3397823	158.8655707	293.3374248	301.1101881	275.0892122	134.3140861
sps_RS06855	166.7620352	133.2528622	204.9162679	247.3675891	179.6113271	184.3056237
sps_RS06860	89.57292088	90.34389626	104.6819618	96.13937161	122.507833	59.1308025
sps_RS06865	146.0606602	108.1171748	88.67055376	80.3815603	112.4049511	36.23074694
sps_RS06870	126.7817586	122.334885	90.22297124	80.26025999	136.6934681	62.85802176
sps_RS06875	106.0482771	141.009038	73.4775713	77.94497927	108.6927627	117.4196046
sps_RS06880	186.7636327	121.6358532	93.52139536	95.22104734	165.9820321	60.56416827
sps_RS06885	45.40478424	45.60365815	27.92513202	27.61675205	41.30684695	35.12793792
sps_RS06890	54.66327443	36.48523369	21.55746124	16.59377709	22.36640617	13.64873133
sps_RS06895	13.35554957	6.134349181	4.359538466	3.680120709	4.799135745	15.44701093
sps_RS06900	25.26004463	14.43817372	16.97994223	13.3646993	51.36677281	20.7708417
sps_RS06905	87.92982125	82.82082231	54.2776718	52.80877641	59.2222552	13.78478018
sps_RS06910	18.88666097	14.22684013	12.93098931	12.07314936	13.5297861	15.06262964
sps_RS06915	36.78490774	27.85782456	13.05742737	6.959103861	14.02460586	6.197592065
sps_RS06920	51.19855682	32.92270942	60.282714	45.80874876	75.92505785	55.14371256
sps_RS06925	38.29910364	18.87875817	14.33024218	18.17849976	30.37426555	30.95946458
sps_RS06930	314.556854	292.7112485	188.3834241	143.1756868	229.6288696	229.5783077
sps_RS06935	139.848624	171.207857	90.67691713	65.34789593	134.5312973	24.42741395
sps_RS06940	8389.076886	3526.246635	9735.442846	8804.749338	8425.083706	858.4230027
sps_RS06945	109.749584	62.86836351	105.8602023	128.5958992	80.7193391	37.62489935
sps_RS06950	17.54877643	13.44170263	8.555620365	8.569273123	13.9829741	9.223841812
sps_RS06955	60.99869566	66.35090238	29.64235414	36.34179569	40.11530329	32.66528043
sps_RS06960	67.35099921	37.01283902	11.295723	10.31050158	16.63211094	8.963780892
sps_RS06965	12.19141028	7.892149919	3.094098758	4.861289172	4.874991421	6.020876559
sps_RS06970	83.01899387	97.39865616	63.05610648	65.70757501	81.232194	73.77870341
sps_RS06975	37.00506493	43.47372046	20.18599983	13.22914403	26.9647963	15.4098209
sps_RS06980	271.5980583	205.6290351	215.7851568	222.7336674	236.8002462	164.8834176
sps_RS06985	88.30820472	63.47773136	73.68734782	77.53948307	93.78772557	9.457874369
sps_RS06990	63.34235018	43.06209719	117.7152697	114.9423038	133.8518524	39.39927872
sps_RS06995	53.84534941	38.35362584	58.21598272	48.34571924	50.57609531	13.41495547
sps_RS07000	5.344159296	3.268893643	9.09126618	6.593092931	18.35597374	12.34907991
sps_RS07005	124.5047438	57.46560745	15.28845893	13.23148706	26.9172496	6.309089878
sps_RS07010	224.3022536	127.3703847	38.82930725	45.58146789	80.46424259	21.92862135
sps_RS07015	191.7510207	91.30386743	25.07595784	31.61583161	51.2298663	8.706251152
sps_RS07020	69.78825155	39.75993475	12.9305115	9.697036137	19.06469859	30.063398
sps_RS07025	66.83985939	39.04724547	32.90324179	27.92836169	16.44570969	6.19114102
sps_RS07030	154.6884063	144.1960762	229.7452003	266.3430368	64.67044817	31.32014336
sps_RS07035	29.33330199	20.0251445	6.250857926	5.936583299	13.73340704	11.42938633
sps_RS07040	94.1242488	48.40719907	16.97772481	18.15510879	17.17837395	8.628394329
sps_RS07045	22.07584521	11.64816757	14.98819976	15.29506026	23.96969386	16.11709401
sps_RS07050	29.06155139	17.22822267	16.59648226	14.94101551	24.02946385	10.04008878
sps_RS07055	81.17714283	83.57302723	35.61425834	33.36834751	39.3720362	63.61565889
sps_RS07060	50.68132961	54.06030178	57.16007202	52.21261398	78.50529943	46.82799987
sps_RS07065	14.27348362	13.3930265	7.779684992	6.324258809	28.56360105	14.99024568
sps_RS07070	3.278856459	2.476081019	1.276176583	1.050434348	2.097274535	0.262395441
sps_RS07075	57.62923823	27.44263886	41.62899037	41.24256976	63.50516841	4.132016504
sps_RS07080	137.9656877	107.3177239	48.98837838	57.69786371	88.3046487	15.94166572
sps_RS07085	19.07594265	24.23235834	9.611732262	10.61316847	17.67965639	2.778986086
sps_RS07090	11.52851509	8.52319605	1.543288085	2.1826909	11.57810462	1.303175181
sps_RS07095	41.90165288	35.28445873	25.435737	16.59860763	42.26008188	35.86949076
sps_RS07100	73.04314291	57.89062099	30.05223115	33.15451657	46.67204901	1.368745156
sps_RS07105	84.20058753	81.16488114	48.30478821	40.71597096	81.83431943	159.6179439
sps_RS07110	143.7658276	65.89464771	29.45298414	32.64479376	48.23946462	44.70788134
sps_RS07115	27.35525832	34.72254359	8.606150536	12.73105203	43.2980488	139.060764
sps_RS07120	43.66630822	22.02086586	11.39109453	13.72349301	38.0268988	4.841238276
sps_RS07125	28.25174328	22.52895201	4.567520041	10.02662176	11.61903272	0.813543522
sps_RS07135	7.615762477	6.630970269	1.244915459	1.199200048	3.671034195	0
sps_RS07140	8.722589779	5.46540355	2.964828084	4.271052888	10.97512832	4.591627043
sps_RS07145	28.29216608	19.40589148	10.44432106	9.52697035	21.4495551	2.951249231
sps_RS07155	177.3767061	101.7465454	100.7187925	115.202847	141.5881506	38.54494894
sps_RS07160	61.20004462	43.23086323	36.9401469	35.69244507	59.07735339	27.7492385
sps_RS07165	7.970271446	8.11689091	5.653066568	5.912444007	13.71599149	32.76951363
sps_RS07170	3.923142961	2.77138461	1.736539716	2.25736274	7.279248553	11.61393464
sps_RS07175	17.57429179	18.03791855	8.240551264	7.758145655	10.31037905	17.40211244
sps_RS07180	5.285170268	3.692261973	2.504166175	2.465186759	6.867391428	0.620882034
sps_RS07185	34.43078559	28.51392377	18.80169209	18.51897938	28.05932562	13.423216
sps_RS07190	25.57928108	18.17431465	10.01861036	8.893540875	15.84682326	4.221900045
sps_RS07195	22.22157158	10.39412398	6.867478773	2.891390359	13.12651378	1.328746759
sps_RS07200	27.70566591	15.61604836	11.33114498	8.232047066	17.09133505	10.46435544
sps_RS07205	36.45606904	25.67570362	12.7441386	10.34176725	13.46551684	1.622205271
sps_RS07210	26.68278395	11.99657984	5.355162834	7.529048951	9.43606294	4.952262175
sps_RS07215	14.62250467	20.00331412	8.801157295	9.457328523	18.47435273	2.546831285
sps_RS07220	1.899929093	2.233654341	0.386438188	0.438535836	2.196755393	0
sps_RS07225	48.63413966	47.10869098	15.94212715	16.75191327	13.87144736	1.737840044
sps_RS07230	82.86049472	66.05872131	23.17289802	24.83625647	35.08620586	15.9462388
sps_RS07235	19.24954498	13.38521672	12.64123041	13.74713254	19.30209426	16.46260933
sps_RS07240	49.23532851	26.92910227	33.51328222	28.15368594	46.05433072	38.25332035
sps_RS07245	63.92494881	48.31221732	42.75639819	40.31942115	72.9820493	14.013426
sps_RS07250	54.76637445	38.81518143	48.77294417	42.91890384	72.44999465	35.47093312
sps_RS07255	14.46950392	9.194920132	9.623216344	8.489322875	16.92859791	5.456711008
sps_RS07260	19.02886262	13.81809884	20.30377087	14.95181744	39.11035483	12.81358054
sps_RS07265	42.9612233	26.20884076	35.04738516	33.6606031	42.84884463	25.83497659
sps_RS07270	51.13923257	30.6785002	33.27827643	31.0375821	45.04267701	35.46508496
sps_RS07275	181.7576788	100.3787499	89.88769602	88.30754056	130.0106529	120.5195519
sps_RS07280	252.3877563	124.262245	135.5651673	132.8108618	207.6843546	28.51661934
sps_RS07285	219.4085353	141.3121567	87.03599977	92.61585628	89.41906732	80.02335762
sps_RS07290	115.5151324	110.1202234	72.04960088	68.41957997	118.4980554	114.9405272
sps_RS07295	35.24920412	32.10652254	13.01788066	13.39382782	27.39761321	8.296960267
sps_RS07300	6.00696832	6.344594908	2.787987248	3.078143884	3.844321938	0.339778978
sps_RS07305	5.58535168	3.928857531	2.448377544	2.438730333	3.990675695	19.47943268
sps_RS07315	77.47366282	49.26778076	35.8813808	37.68648139	54.41382723	7.011233355
sps_RS07320	114.3420725	143.8835517	17.71720029	16.03573107	22.75599337	1.165838435
sps_RS07325	19.64953865	27.3479347	5.600909147	6.646394841	14.82809891	0.554061133
sps_RS07330	63.47792002	42.56274134	42.34776036	44.42706317	105.9914651	8.459502194
sps_RS07335	13.35694775	9.968343832	4.553792208	4.034117959	12.17023212	1.793558323
sps_RS07340	73.14580088	43.20555166	29.59937977	27.13030863	54.29700923	7.632229481
sps_RS07345	86.72546482	70.53612781	31.08346878	30.17441461	48.35873546	31.25955521
sps_RS07350	75.02826194	43.10471805	26.32759773	33.93930071	51.18373899	16.78388171
sps_RS07355	29.43942713	20.42500618	8.542096436	11.19884614	16.1570323	20.24244174
sps_RS07360	220.3027809	110.6319458	116.9112665	133.739573	129.5390357	172.2264158
sps_RS07365	34.32485338	18.19037026	19.26195327	21.06993026	25.1617621	22.33215148
sps_RS07370	28.33216606	16.1904385	22.90510307	18.33431253	33.70022478	34.1235115
sps_RS07375	23.09967033	12.11291014	17.78477629	14.62047083	30.74032768	3.209161979
sps_RS07380	66.39574967	46.76826653	33.85379418	27.61521541	48.87545047	28.2578377
sps_RS07385	7.703414283	4.352155378	2.300838939	2.306780398	5.022420597	3.746430531
sps_RS07390	15.4734287	8.174034823	11.376334	8.369417847	19.05033724	11.21009636
sps_RS07395	10.92978739	7.745070153	7.780894103	9.573791223	12.05239566	3.861776298
sps_RS07400	22.5301854	15.36392417	10.61849223	9.103720636	18.11086752	1.732193257
sps_RS07405	5.744623214	3.666867428	2.822636921	3.474436858	4.797326116	4.707416609
sps_RS07410	130.8766242	71.97643484	43.92262699	53.52361564	48.93272639	4.891711195
sps_RS07415	19.69637395	27.64838987	14.90496298	18.73467338	27.25446348	0.964964152
sps_RS07420	1507.062101	1714.299843	393.5401563	686.3168428	365.1144354	21.15011515
sps_RS07430	83.4723972	59.95824429	42.35638809	36.36560085	87.23262088	64.43508061
sps_RS07435	272.2743561	296.9954693	183.6759147	147.7952536	264.2318608	182.9974675
sps_RS07440	103.487669	94.7428877	68.25523906	69.5156114	119.5692561	61.99465226
sps_RS07445	58.04571736	36.8119804	26.73045603	22.42865386	44.03382282	20.42327888
sps_RS07450	2.395762809	1.994170747	1.707475444	1.860602309	4.097237855	6.47408796
sps_RS07455	5.065525875	3.266149387	3.532723568	4.379933073	12.18747855	11.17475224
sps_RS07460	11.06550398	5.339855958	6.452923213	4.838728879	14.9467237	4.594433507
sps_RS07465	5.183960487	3.789322105	4.397936296	2.833687811	6.62940923	11.23946498
sps_RS07470	1.803012546	1.191044227	0.525128911	0.230638623	3.34359093	0.818403809
sps_RS07475	5.619143768	3.391858326	2.396764594	2.49472815	5.168300033	3.871446536
sps_RS07480	47.28071418	30.21699051	13.79157685	13.37249874	19.24061277	35.16734937
sps_RS07485	128.2763503	89.85809203	45.30634405	48.60271405	52.77797915	93.04656779
sps_RS07490	366.8087541	199.9853423	103.7242821	104.9330713	83.91862319	104.4208911
sps_RS07495	359.9406656	324.9733366	160.5334641	142.9688865	215.0336322	128.9285725
sps_RS07500	8.160568406	3.035277886	9.077702424	5.87474915	16.52702178	8.071862586
sps_RS07505	114.631969	105.2338846	25.99473411	22.26334293	43.82035199	33.42593231
sps_RS07510	16.10907928	14.66441829	2.710214169	2.654217411	9.562045088	7.899810568
sps_RS07515	9.007283133	6.429917293	12.85334764	12.1476143	18.3334863	27.84204089
sps_RS07520	49.23481162	36.8123652	147.1460425	216.0406263	62.01151961	88.71338362
sps_RS07535	26.54166987	25.39726299	21.90029647	21.83087962	20.70061332	0.771105736
sps_RS07540	18.62576601	12.14146056	6.951942341	6.877290226	16.48986861	5.838517782
sps_RS07545	40.03967852	24.9110861	29.4876374	27.35693939	70.54580388	34.07656187
sps_RS07555	130.363297	99.60882307	92.89096564	74.35519525	101.5882521	11.25469797
sps_RS07560	10.50896173	9.326688586	1.873351115	3.604031096	6.23209954	0.777704104
sps_RS07565	9.388287488	4.68434338	3.905408427	3.114381359	3.306265296	1.106858352
sps_RS07570	2.413192677	2.06528068	1.113592608	1.220114178	1.15045595	0.481670355
sps_RS07575	17.49500437	13.63668491	4.571721036	3.932982308	12.17464963	11.01397553
sps_RS07580	12.71685	6.881142748	1.551070828	2.7554938	8.223987628	3.308117868
sps_RS07585	4.22936555	2.556527201	0.981847847	1.296663552	1.740216986	3.588684568
sps_RS07590	2.44057855	1.859030821	2.099935171	1.49665962	2.066210503	1.720797717
sps_RS07595	1.041932906	0.515163968	0.179049457	0.400755278	1.263758429	0.627443041
sps_RS07600	1.788224286	0.496726886	1.074712761	1.179797786	2.224214836	3.678965922
sps_RS07605	5.469822072	3.837336123	2.921354354	2.121708271	4.811920034	4.882120956
sps_RS07610	6.837181878	3.85008014	6.221938787	4.193219216	6.556933909	6.548105256
sps_RS07615	10.28832095	10.68560061	10.83709819	8.713332634	14.12031375	8.911873939
sps_RS07620	34.84299327	32.40217356	43.53196504	40.07436328	53.31573797	39.97672171
sps_RS07625	32.38621547	23.14557625	25.44007052	18.35223609	42.92554777	9.09300924
sps_RS07630	31.60362457	20.90468844	21.75246886	19.05917261	29.82469893	20.4668981
sps_RS07635	44.42001078	28.87580543	32.50475116	26.60078887	32.82902247	21.08288624
sps_RS07640	101.9196616	62.73767017	50.75891469	52.32968077	90.33734102	7.76902409
sps_RS07645	145.690999	101.3300561	63.5927002	58.81203171	87.25765894	67.16894452
sps_RS07650	128.4612718	86.22615278	33.87765411	33.03492929	43.62052396	22.0133665
sps_RS07655	86.49478871	68.28265586	46.73046808	47.90993706	75.46443193	36.10590566
sps_RS07660	15.41267955	8.063738247	6.290873969	6.915302475	13.557119	18.89042023
sps_RS07665	8.471542841	4.60855514	4.940637715	4.298314515	13.45291231	4.168297498
sps_RS07670	138.3083037	137.1794385	64.92515494	65.64057472	107.1998626	143.3334568
sps_RS07675	51.52196122	48.34582616	44.23672696	42.35079148	45.13847755	95.10284425
sps_RS07680	49.01388893	39.2062757	32.12811331	26.54672488	45.37398265	56.11621778
sps_RS07685	29.49462796	25.13515498	13.15391491	10.45981653	16.83751418	13.16908728
sps_RS07690	46.56498301	75.66517468	15.20477546	16.65645713	19.4299227	4.165221611
sps_RS07695	23.05342731	17.05548774	16.13356073	13.16390014	29.39031466	15.71593194
sps_RS07700	114.2789263	113.7847372	41.82370801	45.79737717	59.54052022	66.40813296
sps_RS07705	93.18013357	64.99679986	64.42229069	60.77893636	68.81758723	18.95393912
sps_RS07710	216.4140059	123.2720203	63.01298452	66.30752298	48.59629053	29.94682696
sps_RS07715	41.01009192	39.40698857	13.70117581	16.14393688	24.17624821	4.540339814
sps_RS07720	35.20229964	36.82930603	2.067841694	3.119425004	2.491120616	0
sps_RS07725	13.16062123	12.69047696	2.475918673	5.743357993	5.517432151	0
sps_RS07730	77.20503507	48.59384202	37.6633652	29.91353274	48.73052504	30.77182519
sps_RS07735	49.62547	32.10089857	25.19829408	24.56589994	46.67368045	10.32564443
sps_RS07745	10.13721782	3.425949777	5.482235553	4.875206976	19.80572928	6.65412207
sps_RS07750	7.867283862	3.344811166	6.831832942	4.678210795	14.9363332	2.98237977
sps_RS07755	8.805473729	5.345452547	10.95194496	5.277974269	58.10193857	7.763868504
sps_RS07760	7.446976222	3.734056147	10.18878609	6.566775568	50.17660009	6.440879363
sps_RS07765	13.44297743	8.485978291	18.00745837	11.78841555	99.29054851	15.91298394
sps_RS07770	6.595434354	5.960438333	6.202686919	6.613752377	39.45782251	2.163655678
sps_RS07775	27.90676958	22.42228213	14.50499942	14.08120997	51.89834617	6.917970028
sps_RS07785	29.54758297	18.37734891	17.17143166	11.7857535	20.64546659	16.64966476
sps_RS07790	6.416647543	3.884773819	3.885335021	3.049788443	5.367225984	4.495706979
sps_RS07795	3.22868261	2.592150069	0.550605632	0	1.15045595	2.351560948
sps_RS07800	3.87182585	2.226121758	0.988228194	1.040998047	2.780268545	3.99434177
sps_RS07805	27.00810355	18.9645725	3.945659058	6.284937186	7.414049453	2.12759475
sps_RS07810	7.001418005	3.735704095	3.167953983	2.948636087	4.71803147	4.664772685
sps_RS07815	4.148526499	2.007606751	1.565885886	1.84220119	3.848122553	3.214085749
sps_RS07820	106.1849418	84.7141567	135.3425115	143.9060981	178.7015219	44.78704668
sps_RS07825	504.2871349	303.9815392	688.4976752	732.8474763	849.8434772	856.6543428
sps_RS07830	1630.675199	1068.707242	1836.211939	2387.312685	2688.742492	641.0600836
sps_RS07835	13.67249569	9.880777335	6.035958791	5.852354858	18.07174554	7.807687156
sps_RS07840	46.22267085	39.99752873	23.3251765	17.7996751	16.34626331	16.15311097
sps_RS07845	46.91793432	46.10777568	40.30054504	35.31573053	98.93921166	74.311219
sps_RS07850	42.3466634	29.32571379	53.08900802	54.05144261	187.747412	67.13553354
sps_RS07855	31.26124104	16.92701427	30.80099334	22.05598568	156.2096383	89.45145744
sps_RS07860	53.81081591	39.64811903	53.04053521	42.31377285	247.1071356	123.7941789
sps_RS07865	21.16104162	28.30074061	20.77465747	16.08592094	55.72342901	40.02341033
sps_RS07870	20.09945351	10.47604395	15.32249833	12.50511771	22.70074935	14.19953929
sps_RS07875	58.50698221	46.97371284	16.05982244	13.70071775	28.29164883	4.290336067
sps_RS07880	27.36650877	15.33875487	11.27867569	10.11794797	19.77079854	3.047941365
sps_RS07885	6.661925785	5.361571776	1.092875018	2.168698082	6.31196102	0.733289537
sps_RS07890	7.187393359	5.054081251	4.971058056	4.251615137	6.547764463	10.52697486
sps_RS07895	12.41137723	6.122514608	7.651418642	6.940622878	8.231107964	19.48814648
sps_RS07900	113.7060057	64.6574195	90.23128757	91.78010076	58.57833132	18.61862823
sps_RS07905	33.97032901	22.04330061	15.9483243	14.24302965	29.65619781	27.49230304
sps_RS07910	12.38177731	6.318562796	16.84614096	8.634582828	28.80278205	8.985861531
sps_RS07915	10.27147996	4.819919865	6.965682677	8.751034155	24.49859819	26.31416881
sps_RS07920	23.00547906	17.05262868	36.74846447	24.58729762	61.53217091	31.5241213
sps_RS07925	25.98313949	12.04290594	18.34261122	15.16059088	15.43332743	5.50372233
sps_RS07930	74.73025724	56.24742614	58.19630032	66.49109462	71.66914471	4.868282712
sps_RS07935	26.70613732	19.88584902	16.88074097	16.63822304	17.00870169	4.625480545
sps_RS07940	32.57611877	23.09621179	22.55750783	23.88016471	26.19630807	13.69797262
sps_RS07945	571.5761411	448.320476	522.7473157	466.9245073	515.8942744	256.384927
sps_RS07950	25.43446642	22.48162771	6.163571519	4.660892879	13.85139778	3.42638247
sps_RS07955	56.36582145	46.06094144	38.44135525	40.0181018	44.32194527	47.61647309
sps_RS07960	7.334427528	3.122985989	8.947313329	6.497088796	12.48430263	2.636983372
sps_RS07965	339.391591	889.7692707	556.7270565	414.2626138	440.4098242	33.63258503
sps_RS07970	489.0622247	989.4795805	658.8165679	590.6251868	518.1448545	68.92240855
sps_RS07975	678.9944309	941.8041085	949.0042797	810.977881	611.6870926	159.1954469
sps_RS07980	362.2832797	509.7541499	510.2544131	437.8412182	375.4928468	189.8637021
sps_RS07985	799.229564	830.8996287	629.943893	469.6995069	496.6784824	61.90011296
sps_RS07990	502.7367459	638.7852596	531.7023883	387.2345371	587.8875478	232.5049534
sps_RS07995	212.755069	332.5985268	204.9174269	187.5386185	252.7168236	162.227417
sps_RS08000	210.360287	311.8507353	251.3115361	213.5234008	360.5007406	196.2946243
sps_RS08005	2618.880174	3252.846474	538.9796029	386.3626369	629.3857108	207.1236971
sps_RS08010	13.18013042	10.62144917	9.146638554	5.336601461	11.47079349	3.925020088
sps_RS08015	2.042466838	2.25795345	2.133936704	0.308404523	2.965619781	0.463581425
sps_RS08020	19.87672133	15.19517301	7.399747224	8.057530168	20.86763357	29.36244146
sps_RS08025	11.97874106	7.17975246	4.463259875	4.227103058	11.22310238	21.37139468
sps_RS08030	9.062354308	6.060847878	4.119881891	3.721999064	8.38173206	8.250652724
sps_RS08035	12.20668953	9.78352286	15.8704062	12.5797398	30.83221945	44.67561956
sps_RS08040	83.20207811	77.59425188	37.56800208	33.30924225	50.70877853	13.80729751
sps_RS08045	22.78765136	22.19583871	12.45494581	11.67121687	21.31539218	10.448678
sps_RS08050	75.24416825	38.18506927	52.61058664	38.9545718	47.4499165	9.402569918
sps_RS08055	7.550490962	4.594469084	5.49173779	3.623089377	6.653076635	3.578570981
sps_RS08060	22.95216594	25.16882029	24.56674541	21.558946	32.53876069	27.16853248
sps_RS08065	7.442880444	3.273053249	3.808676156	3.642939911	5.792226135	4.534278734
sps_RS08070	22.01221662	19.7014298	16.96887917	20.60348966	31.32326218	29.14802498
sps_RS08075	12.07138269	7.80254465	12.46027158	14.29182184	29.73950174	2.438257358
sps_RS08080	21.07511295	16.81475785	16.3166652	14.60978541	23.83087324	9.979781075
sps_RS08085	49.32670494	67.81624648	33.91213437	31.98364084	43.17041453	44.36195243
sps_RS08090	8.892718258	8.225958177	7.821287828	7.919421457	12.66341293	8.058207532
sps_RS08095	109.8802765	55.59935576	45.67238553	37.98022681	59.98640012	16.13539388
sps_RS08100	36.78171297	16.68079039	57.29961655	47.3772077	81.70820303	75.1578804
sps_RS08105	112.8161465	83.19852747	108.4294108	115.2170982	145.6615142	110.6439477
sps_RS08110	88.38652652	60.14524075	45.13766048	37.35492635	79.78161911	10.67828518
sps_RS08115	755.4827748	572.5178275	568.0075781	654.8614201	367.2425829	40.11226386
sps_RS08120	113.7453426	76.17669705	55.05930109	58.82896633	71.67647809	39.49875918
sps_RS08125	135.7008979	118.7862926	72.388367	88.48552823	74.14049453	18.91524906
sps_RS08130	210.0660716	112.0593334	183.4898535	192.7221092	198.7421502	20.02551637
sps_RS08135	63.44326105	32.37431686	41.04330192	37.38127112	44.14078863	36.91411935
sps_RS08140	184.5054271	161.7054606	214.3965867	182.2780652	211.7839344	100.3016228
sps_RS08145	73.53110027	78.59772277	49.97767384	54.8542236	42.38974463	76.26554503
sps_RS08150	19.6099177	18.92733975	36.55758879	34.64870503	58.540673	62.57965261
sps_RS08155	105.9019316	147.1088676	115.4306009	116.1289433	103.0535985	92.07846452
sps_RS08160	35.87246932	29.25944436	55.8439381	60.07010487	42.95035545	27.4459274
sps_RS08165	98.81657309	76.57601456	189.9496988	217.654851	134.3908121	85.22358038
sps_RS08170	683.4587058	734.3415807	770.2035808	711.5843678	702.8518881	174.6865596
sps_RS08175	121.3488681	62.68276232	156.970333	182.947308	235.0411422	39.90295717
sps_RS08180	1088.200261	624.8961285	1916.099469	2051.158999	3292.742958	385.2890477
sps_RS08185	87.44905092	86.3385284	134.774683	121.5040173	180.8286661	150.440468
sps_RS08190	24.36923311	36.3569563	41.33824729	34.9033705	41.24907514	33.75360754
