gene	4C Late Replicate A	4C Late Replicate B	15C Replicate A	15C Replicate B	20C Replicate A	20C Replicate B
sps_RS14960	8.391463262	4.708264953	3.149531049	3.112163428	4.797326116	0.797991555
sps_RS14965	6.077424278	3.460142245	3.558452256	3.088436369	11.43405	4.681270589
sps_RS14970	20.6969081	13.71548366	8.351524946	10.27388396	20.77439237	8.323162948
sps_RS14975	3.427265913	1.379813197	1.367155967	1.405186967	2.788189538	3.825154993
sps_RS14980	1.84021251	0.304821043	1.955242161	1.598595503	2.458930974	0.544134981
sps_RS14985	36.28854905	30.90542578	143.8528269	127.8095845	78.11876496	2.690438539
sps_RS14990	2948.929668	2522.563552	2107.668295	2178.320017	1375.99266	604.4544519
sps_RS14995	95.80249339	163.4529869	61.00614429	58.22068884	12.72055185	7.776393655
sps_RS15000	259.4677207	380.6912039	70.88174159	58.79814084	3.041661314	0.679001853
sps_RS15005	163.6293256	399.1972081	34.56110053	21.75609982	8.39663432	10.82140736
sps_RS15010	83.07332599	90.83619994	53.36601854	53.16159447	64.55336161	135.4866494
sps_RS15015	254.5900678	278.736523	200.5828757	226.6128313	231.9538329	166.4931193
sps_RS15020	119.2229295	94.62945304	86.25391941	80.32928358	123.3035603	13.55661797
sps_RS15025	63.08417264	38.82234079	62.68217138	47.13670056	85.16720807	58.07916666
sps_RS15030	35.748208	26.82611097	42.23695076	44.81443478	31.1390077	8.523188487
sps_RS15035	202.0041651	177.3726025	400.4364715	407.8303551	248.9158074	103.5577035
sps_RS15040	73.59395325	60.32367858	139.5283902	160.3548662	140.2034254	166.2135455
sps_RS15045	69.64059954	46.67997923	48.54340316	37.19203191	73.06359349	94.6853815
sps_RS15050	71.68344374	41.67343063	46.53932199	46.95766159	84.04354629	129.0676913
sps_RS15055	12.91697616	7.054614441	9.954089715	9.288033362	24.38769322	7.477005872
sps_RS15060	44.57160575	82.80524464	209.5902497	196.1580989	135.8148882	138.9163736
sps_RS15065	14.18260902	10.21853336	43.57073627	38.35801569	117.989116	146.0445358
sps_RS15070	5.077055813	3.720405637	19.52093673	18.98688476	57.33811616	62.72981738
sps_RS15075	4.763119098	2.907491258	13.92469818	9.14683299	31.38275727	79.04681626
sps_RS15080	4.412748957	4.5462349	13.32380592	12.29575669	36.14349108	39.82722454
sps_RS15085	77.45999928	43.37883901	52.2504557	49.33120104	91.87460276	83.32204833
sps_RS15090	103.4925501	58.45386123	123.6692051	113.2106442	77.03984347	31.45156659
sps_RS15095	22.2124701	15.08276394	36.36236678	36.81887856	50.58415011	14.66917098
sps_RS15100	20.78156036	15.13043468	8.12225869	5.900309232	15.03507137	4.069406635
sps_RS15105	67.26830771	64.39793111	66.65629521	51.26607888	97.89471876	72.12896778
sps_RS15110	190.8444259	182.4894985	106.077074	84.61154305	109.2347878	72.76744421
sps_RS15115	1242.039434	588.2190351	2395.240687	2374.97516	3282.043249	158.5914069
sps_RS15120	418.6285461	324.3712028	232.7205397	239.2395021	505.4173286	144.4314837
sps_RS15125	55.91672562	49.00658319	16.14172482	17.05799769	26.01075157	20.83465754
sps_RS15130	119.1178737	74.93181581	168.4490722	259.2979476	60.80716365	101.6366856
sps_RS15135	39.27010523	28.25898197	109.9107597	155.0649211	19.09311096	35.92837858
sps_RS15140	214.1453977	143.1644738	409.0365475	497.2438588	92.10405047	108.6016608
sps_RS15145	27.7041531	26.0940508	35.54493305	46.16646974	44.30198402	70.8681604
sps_RS15150	179.3547371	180.7332143	141.458743	150.5946824	116.5064914	52.70869347
sps_RS15155	92.08872359	144.8062338	150.0931859	168.4485724	122.8482745	88.69596062
sps_RS15160	35.80597797	27.82397118	29.32770425	33.31193749	46.22877894	16.37317924
sps_RS15165	33.78080226	22.85144333	37.28610384	29.05069897	40.20338113	66.39923403
sps_RS15170	40.44710554	21.35813459	24.86840455	25.90920636	35.80893594	30.45848413
sps_RS15175	142.5994875	67.08413014	107.8111962	81.92347298	101.6372605	70.59292548
sps_RS15180	148.1975989	111.9481178	88.18313629	72.65462193	85.83589648	23.09567928
sps_RS15185	158.2580438	128.4327077	59.11943045	53.72529754	62.05638545	55.52644417
sps_RS15190	128.3974567	143.8967573	47.93902849	51.95581064	65.27936554	61.12360772
sps_RS15195	198.2605683	219.8721897	187.3158771	165.5372304	165.8051059	10.12204533
sps_RS15200	13.73499183	11.03988082	7.980540306	6.66326043	15.36029552	5.539846342
sps_RS15205	219.3949191	290.3078369	359.8721949	454.029619	159.2824818	151.7364182
sps_RS15210	63.66896461	44.20207095	93.37201888	101.3313286	79.63238301	64.91164105
sps_RS15215	149.0749027	91.00697168	80.73454937	80.68551756	81.0291389	50.07819291
sps_RS15220	34.98422822	15.40120199	17.96941183	19.07178148	26.46245343	15.55206198
sps_RS15255	11.17443778	6.93301366	2.191458445	0.966928136	7.213669738	0
sps_RS15260	11.06706378	7.191293919	2.946883025	5.4344347	7.87029865	0.637002168
sps_RS15265	9.263149714	6.040365919	4.745672283	3.836525337	8.204071115	26.81332562
sps_RS15270	12.02416337	6.211693461	4.657006716	8.452781212	7.833712629	19.47164747
sps_RS15275	21.13331583	7.951325056	10.93586373	10.22994391	21.10152536	41.84088246
sps_RS15280	127.1713353	86.6332081	417.6554539	444.5104885	453.4777007	546.6189687
sps_RS15285	26.90581137	19.09141201	81.18286756	67.22259904	155.3575714	99.25932874
sps_RS15290	20.47785136	13.5308363	47.46056686	37.65178733	84.1438324	29.53975347
sps_RS15295	24.20996186	41.95173444	90.15422864	86.5805385	110.6452634	113.9203794
sps_RS15300	51.10252028	60.4818926	146.7835156	127.2620112	176.3802365	108.3299514
sps_RS15305	32.87134686	23.9771826	41.83520208	32.42235407	63.52206777	9.2058752
sps_RS15310	38.60269205	27.96478916	57.87659396	50.37864016	113.9823491	24.78613832
sps_RS15315	7.017843374	13.00735179	11.17169861	11.08650504	10.3989265	4.197899328
sps_RS15320	241.0148115	251.9483762	170.6465442	209.771177	181.9812138	114.1703137
sps_RS15325	588.8931852	461.1969791	481.5681036	479.5775131	388.0669569	129.7899574
sps_RS15330	21.60437556	15.30654114	7.580560369	11.05339617	15.59838976	25.43835734
sps_RS15335	48.47548198	30.5703175	26.46405933	16.08926155	55.49124356	4.755333291
sps_RS15340	38.15183909	36.02744089	27.70655972	22.65461748	43.6224549	12.01886387
sps_RS15345	475.5109266	227.3044646	164.0332304	172.3809943	117.4204786	33.25673445
sps_RS15350	258.6901335	156.0702693	204.7659873	297.0576807	92.06937551	18.93887439
sps_RS15355	41.00595811	36.89288873	57.8762858	66.85591833	36.92628514	34.82176357
sps_RS15360	24.61491278	9.695027732	8.491173981	4.47118795	10.73758886	3.413058645
sps_RS15365	16.03754484	11.16908456	6.752269766	6.088776329	10.48558423	2.52181324
sps_RS15370	10.94742678	7.302775284	4.622585708	5.057477022	8.703449357	7.47851252
sps_RS15375	14.20969046	6.66573762	5.342723917	7.155234617	8.263881208	3.764007284
sps_RS15380	22.61448299	12.76116034	7.693930885	7.825590244	9.792140786	16.42714053
sps_RS15385	14.58362953	12.19776005	9.739118878	7.518897636	13.94430493	13.24409096
sps_RS15390	8.823794978	5.194704536	4.916874423	5.587905929	6.598149274	1.984842958
sps_RS15395	81.06558726	57.22053953	94.25261384	90.39237104	78.45013903	33.690122
sps_RS15400	23.78161029	13.78124299	42.92291479	45.54425467	15.5514208	5.106206241
sps_RS15405	117.3771015	95.59323279	56.26587564	58.61417315	48.10375393	86.22947508
sps_RS15415	162.2135725	150.9113987	90.55614956	114.0642595	65.99507849	77.08212767
sps_RS15420	885.4237053	380.9062733	212.48431	271.4424185	147.7282398	161.8934846
sps_RS15425	832.5728323	381.3581295	187.8293945	280.8755098	114.243762	68.66439416
sps_RS15430	466.4614444	297.3246586	83.46675779	114.902815	65.55580569	14.29975334
sps_RS15435	429.207193	732.29674	133.0004297	156.7280136	90.98328078	112.383665
sps_RS15440	1055.600066	1111.527966	352.9502583	256.6716883	254.6590913	29.21817501
sps_RS15445	60.51381863	46.62601109	50.0118983	47.31777445	47.2359027	95.9907847
sps_RS15450	19.49280574	12.44542854	11.36453264	10.99394563	34.52752272	20.24009009
sps_RS15455	11.66165325	10.28195807	17.95893776	14.64690276	54.94142617	13.79528008
sps_RS15460	239.3116593	213.0855412	229.9159183	213.9237201	341.9518076	345.405412
sps_RS15465	56.10778198	49.21409161	13.2967758	12.9459837	19.87596236	4.984253053
sps_RS15475	23.67121174	22.60277649	34.08039609	36.54983661	70.55305124	16.63331202
sps_RS15480	60.96977342	48.39752141	46.19838406	42.14038897	86.35187009	26.99072198
sps_RS15485	83.44868455	83.97503167	48.82610985	48.75847942	69.99191284	57.10581046
sps_RS15495	10.64560498	6.961827051	5.536402751	3.661319308	7.925363208	17.08814978
sps_RS15500	10.16117378	5.812708197	4.835676877	3.642757959	11.25378389	4.838751225
sps_RS15505	116.2367263	92.28993281	75.30014006	68.40668393	89.96028157	46.29691182
sps_RS15510	169.0060484	121.0803452	129.4825976	119.8637583	102.0604909	42.72299701
sps_RS15515	100.2695969	64.98341811	52.45112895	36.53168369	39.38418626	39.35702174
sps_RS15520	65.44460454	70.20812072	52.14879154	42.93678926	51.39619939	16.60844368
sps_RS15525	470.2569299	508.4544736	859.2567349	871.7166661	298.0272053	111.9471508
sps_RS15530	69.85993155	102.9790815	144.530901	107.8221432	83.95627831	20.01613319
sps_RS15535	136.7274834	92.50696804	116.2432615	129.3869425	324.5918683	19.03879327
sps_RS15540	18.1027366	11.77305004	9.965063862	9.679707574	28.48275113	3.913322335
sps_RS15545	8.443746522	5.039064892	4.463595746	0.985525362	4.942699635	1.126421532
sps_RS15550	259.4820167	152.2662445	139.8979204	175.8447558	114.1632394	74.4319887
sps_RS15555	55.09559139	29.25022776	42.67046165	38.19493534	77.70850582	10.12589927
sps_RS15560	26.52957122	19.46163722	35.73576837	29.3997746	61.84402226	19.74148703
sps_RS15565	59.39581208	39.56422494	33.22916095	29.91304066	50.06318541	47.86975453
sps_RS15570	885.8331905	825.4211166	7704.15149	5856.13477	2954.950783	2602.053378
sps_RS15575	40.58548867	34.17446292	28.55519599	24.5548903	83.73514676	43.32181971
sps_RS15580	28.23654504	19.25314466	10.79700594	9.797039073	35.01712588	3.23430938
sps_RS15585	32.90655247	18.60464284	10.30202805	8.743490031	10.97788438	6.245207273
sps_RS15590	22.08595377	15.46410294	8.654791223	7.485167527	19.08027433	5.141376345
sps_RS15600	1.382549572	2.76071051	2.446849231	4.293392686	12.13208092	1.222169211
sps_RS15605	5.213857998	4.185103421	2.577352498	3.11284796	6.243410065	2.699397492
sps_RS15610	11.32144794	7.785421971	7.57887228	6.280953775	12.41853283	7.787151312
sps_RS15615	12.21445321	5.598449521	4.594332187	6.107404271	7.659547779	1.088907362
sps_RS15620	4.415611901	2.678604756	5.881773246	5.053075494	6.450641897	5.631533297
sps_RS15625	18.00878883	14.8376907	28.71562246	21.75365138	22.68321079	9.692701711
sps_RS15630	16.48104681	15.23287964	7.729109754	6.254567934	9.695295438	14.95847756
sps_RS15635	12.42558019	12.36397846	4.082570172	3.432393851	6.420943521	6.773236226
sps_RS15640	17.82479633	36.69923877	4.691914347	3.529823245	9.839205815	5.767746464
sps_RS15645	98.23866074	97.62057111	93.5424532	88.70026735	83.27019178	73.98428844
sps_RS15650	106.0902687	86.82000395	35.71823405	36.72002786	46.4017233	23.50523289
sps_RS15655	57.62929331	61.62339378	13.08584712	10.44420471	30.82802326	20.7042391
sps_RS15665	45.23359105	31.48490747	73.1898201	85.16939719	28.05489123	39.85946552
sps_RS15670	139.1588466	88.71035163	106.919311	102.509627	61.44393484	108.0044074
sps_RS15675	410.2372632	433.9269528	598.6729981	618.7300361	469.267364	431.4186336
sps_RS15680	299.3124425	419.984845	347.5202681	388.6654612	299.6239289	244.6059168
sps_RS15685	40.55253148	41.31986365	29.37363974	23.66106434	44.6502829	104.5580045
sps_RS15690	10.98319169	9.653713131	7.258443264	5.977858408	8.948585269	4.11367517
sps_RS15695	15.36923253	10.76852512	5.09325772	5.436504712	2.851557482	6.033440299
sps_RS15700	22.57751943	18.57933537	13.64041622	14.29105759	13.72972121	21.40366584
sps_RS15705	15.17942512	13.26656712	16.43017562	16.63549799	23.95308285	15.34609603
sps_RS15710	8.934977111	4.798231277	9.617319649	9.218541188	13.01979416	7.575797261
sps_RS15715	282.8978092	388.9973787	471.4917189	598.2826128	228.4362617	155.242663
sps_RS15720	654.4551484	393.4578971	322.1771636	308.5003975	321.0853724	28.40140045
sps_RS15725	39.30773233	20.16799811	28.94151636	22.65378279	71.21477097	21.13436752
sps_RS15730	17.76671872	14.32470137	16.89404919	15.32843748	15.11325465	26.89241476
sps_RS15740	3.992514362	4.05984465	6.318230842	2.34207051	5.866061105	13.61304575
sps_RS15745	121.5595675	92.74681213	51.76923761	41.4766426	74.98226433	17.57581978
sps_RS15750	17.65215563	11.49938227	7.100878549	5.309042525	10.37493182	18.67000719
sps_RS15755	8.824905553	7.678817116	8.748619111	5.544614255	7.994873603	5.072523018
sps_RS15760	55.86565418	27.27352067	32.59955115	37.09147453	71.01408813	8.897412167
sps_RS15765	80.65104747	58.60048898	140.3551673	102.9935759	112.1505509	12.50157795
sps_RS15770	77.50367141	45.58572804	103.0800554	89.22103911	74.73361848	2.905110263
sps_RS15775	46.3956408	29.33149193	33.13422398	25.80092657	62.96524671	11.93422912
sps_RS15780	24.97228806	16.74361171	17.08420654	12.7554128	28.72414588	6.703457115
sps_RS15785	50.0920121	36.85068781	37.56742413	31.82726624	71.96389285	17.73025471
sps_RS15790	362.4978904	323.1957132	194.1332597	164.7311475	206.3864464	126.147485
sps_RS15795	93.86846337	105.6747142	89.2511099	84.329253	102.5862353	147.0666509
sps_RS15800	55.4529771	40.08752016	55.27921731	50.51991398	116.5601192	85.18553187
sps_RS15805	20.3098534	14.73633011	20.99371218	15.58546125	46.21480711	18.90192821
sps_RS15810	35.83981524	16.52853303	32.50688418	26.83375189	44.48429672	19.87661202
sps_RS15815	24.96088979	14.76004672	25.03146902	22.05907963	34.91500033	8.728892105
sps_RS15820	7.487753189	9.087547964	3.973099478	2.935675543	4.196631766	5.688407196
sps_RS15825	10.51319214	10.49749757	5.441258327	4.076875444	7.160450175	9.287927241
sps_RS15830	12.03415264	6.58237471	2.886091372	2.908993667	4.482045009	6.541150499
sps_RS15835	20.72016296	19.32892381	5.927649656	6.536046803	8.679862774	21.11368408
sps_RS15840	22.29321173	18.05270527	10.05365099	7.237854161	11.60959682	21.1400191
sps_RS15845	117.4967348	133.5119005	68.31203486	79.04254027	103.7198628	112.9406725
sps_RS15850	3.529225285	10.14734945	0.702103016	1.942387026	1.222096064	0.148807224
sps_RS15855	25.68860011	12.82580096	11.14244059	9.67291716	20.02614096	4.50814704
sps_RS15860	253.5431779	170.8548518	81.81518387	87.3276813	96.15161018	188.8926693
sps_RS15865	60.90384892	50.2302666	33.85610943	33.88473601	42.78271159	12.70989073
sps_RS15870	25.93797236	17.39001562	7.132072682	6.667521672	13.90134272	10.7788781
sps_RS15875	39.06075272	32.39855773	14.44340704	16.09648693	21.07150897	14.17898402
sps_RS15880	45.30431805	50.41668481	17.9767676	15.45090798	19.59660648	20.07254902
sps_RS15885	33.94104324	23.58249304	12.98773507	11.10170424	8.989054777	15.73066917
sps_RS15890	77.05414245	76.42860712	65.54775327	62.22418113	67.94367707	66.39908674
sps_RS15895	304.2594865	307.4007974	96.47800628	99.17426602	37.64055876	44.28735367
sps_RS15900	34.59024275	22.6175275	13.85566584	12.99532179	8.941944779	13.06592376
sps_RS15905	37.38364561	30.64923911	25.07592706	15.71269705	11.53296582	14.96979425
sps_RS15910	7.696214259	6.983761311	5.022501485	3.916916159	10.5956691	13.97122602
sps_RS15915	52.9558878	41.39177806	52.02312589	58.13268508	76.0062818	22.45808821
sps_RS15920	52.61159175	35.32505436	58.82182824	48.59737225	95.73481332	14.78675509
sps_RS15925	37.0225722	19.21705375	44.65928833	30.24678519	107.4766585	9.286232292
sps_RS15930	251.8094127	249.2973322	195.1272221	191.5883543	294.723784	227.2726588
sps_RS15935	133.1031259	81.73858631	97.36434162	90.74493122	155.8910046	27.432455
sps_RS15940	33.38125691	25.01153036	52.30360141	58.63882791	22.35505266	8.934996301
sps_RS15945	446.0609988	285.6646586	1196.80931	1750.88148	318.1090593	13.60931719
sps_RS15950	50.78863818	28.80639979	9.300573971	12.57304889	20.45255021	1.891344906
sps_RS15955	52.12565049	52.63093927	45.854563	40.11716542	52.98864756	7.941164161
sps_RS15960	73.31919361	62.69090304	90.17169427	54.71957309	110.2709327	2.303130252
sps_RS15965	191.0977478	290.6974633	142.3834447	147.6165639	177.283006	43.94216086
sps_RS15970	86.26222087	73.34103823	88.20745273	78.45833904	106.8951011	30.73766987
sps_RS15975	38.26261811	45.49500753	32.41617084	30.7283026	39.94508276	18.8390329
sps_RS15980	25.52254158	36.71173844	9.670936373	17.02902845	20.90761946	8.172696531
sps_RS15985	85.66211747	89.6389478	76.20900786	63.72445768	144.4983108	105.9013839
sps_RS15990	639.1205347	244.1963851	251.9694678	209.8550988	151.3140093	289.1173245
sps_RS15995	65.44133129	34.57163631	22.36816158	19.87237061	54.25625698	1.871445014
sps_RS16000	32.0632638	26.83742783	31.42643933	23.34396124	34.39774106	27.85616523
sps_RS16005	177.9872571	145.8319315	114.2267923	167.5985498	103.5613257	100.6220846
sps_RS16010	84.02371037	65.74734661	47.42290465	41.41467808	80.88053948	7.26508617
sps_RS16015	52.19589821	35.12073165	21.07222603	21.72151938	23.0324785	4.692291174
sps_RS16020	18.45025687	11.23825079	11.65784657	8.353797238	11.69041245	18.10474078
sps_RS16025	19.20297506	14.60831738	12.20302718	13.82986135	16.57535897	16.61620045
sps_RS16030	15.13788269	16.12078358	13.85508762	15.56259113	8.82016228	11.93953539
sps_RS16035	58.72683991	54.89388235	44.32680528	41.09963216	41.99039221	43.18779651
sps_RS16040	40.67779718	41.38733253	13.05529821	11.07011055	21.59744841	22.41173967
sps_RS16045	40.45011638	28.10038416	21.02251572	20.8210049	28.08959277	29.42174396
sps_RS16050	80.75760752	41.10368767	19.67164908	17.93106108	27.02630857	11.09013827
sps_RS16055	148.7743426	121.5309269	29.57069574	26.6213756	25.07839546	2.192309472
sps_RS16060	93.80852528	66.11604494	53.1229497	46.92139358	56.34677584	73.39947731
sps_RS16065	60.56773464	26.60675655	23.51847191	27.70771176	26.17267354	24.24704841
sps_RS16070	229.9813917	229.4567455	88.08269901	73.27717847	171.4179365	109.755216
sps_RS16075	618.0828789	638.7647277	427.4787429	516.4403859	361.5335288	1621.428327
sps_RS16080	230.3989489	375.7172984	213.4844542	221.9422371	272.1736575	77.33462762
sps_RS16085	1326.343406	1360.255666	1329.481508	1201.986063	1693.291866	260.3229926
sps_RS16090	452.4842971	550.305692	282.179682	379.0718934	400.7886089	3146.322163
sps_RS16095	309.2907452	214.8839491	551.2956345	521.1568652	917.5131155	99.60417198
sps_RS16100	465.3387465	335.1234459	734.5035482	683.0479648	1091.644641	283.6301766
sps_RS16105	194.1025456	137.2266183	130.2613328	107.7134003	217.7079157	61.7198316
sps_RS16110	600.4936581	562.2293548	440.4439194	468.9415588	433.250968	301.7582073
sps_RS16115	187.2785191	224.8121149	158.8340298	170.362028	197.0506443	103.5060194
sps_RS16120	64.67279849	65.88466327	69.53019964	52.98209782	89.40047981	43.10264963
sps_RS16130	38.96611953	42.57481639	57.02864986	46.79739298	63.00428963	58.08162376
sps_RS16135	31.91247218	35.68161776	38.90936517	37.8719199	65.38948534	68.90230584
sps_RS16140	21.72749726	19.96334705	31.00673398	27.48352056	45.68953628	10.9960264
sps_RS16145	45.74319582	45.90818753	71.37106548	58.00932108	94.89983299	42.06966188
sps_RS16150	22.25313714	24.69227351	38.4562272	31.39990026	41.89656754	27.84056867
sps_RS16155	35.17650903	37.12831327	51.65279964	41.76198662	80.67656444	52.98729266
sps_RS16160	61.07253417	44.00251263	72.5074214	64.67915335	92.21036404	50.86682499
sps_RS16165	40.5459822	29.09533529	49.93693334	34.83622863	105.9660355	28.40188986
sps_RS16170	38.11423614	25.90625948	29.71921991	21.91781426	71.17487474	11.89092164
sps_RS16175	49.04704953	32.26472659	43.9141624	29.32372282	89.11026317	26.40114087
sps_RS16180	99.31296467	61.79765935	113.8361864	76.41539402	334.359093	71.60746281
sps_RS16185	67.91978325	46.09082587	103.90836	70.80974306	190.2694671	235.7071179
sps_RS16190	266.9868048	195.1040913	189.6890778	152.4636814	222.06418	160.4642371
sps_RS16195	143.4579099	127.6234013	69.83634725	71.97258043	84.52016376	85.05068625
sps_RS16200	35.54659006	18.38315411	12.28368486	13.6068841	20.71330889	14.73387172
sps_RS16205	1142.963782	941.6800821	546.1257563	472.705665	542.6203322	115.0324522
sps_RS16210	698.1997472	472.9316746	162.5945082	159.1197109	208.7046983	150.7465645
sps_RS16215	1275.262799	790.3018702	372.1055637	346.8135194	532.3490632	229.1275424
sps_RS16220	682.3902503	570.1470325	155.4714027	124.6393659	193.0482648	59.95370613
sps_RS16225	21.03306558	11.38444506	14.74825291	13.23147224	34.65814213	5.71639013
sps_RS16230	37.44736722	32.8216982	30.76430476	27.1122637	42.59134792	39.39327983
sps_RS16235	556.3672165	370.479726	150.0901898	184.9538968	159.5694772	158.898397
sps_RS16240	23.45789553	22.35125607	33.91478376	28.09607277	48.55574082	46.09876847
sps_RS16245	18.58906247	11.20871919	7.889171725	7.761507869	8.219320741	9.264196086
sps_RS16250	18.16199119	15.5766608	8.118519816	8.272766056	14.86005601	17.11360049
sps_RS16255	127.1620926	70.37436316	48.66180249	47.24748871	85.02694689	27.1831876
sps_RS16260	105.0548473	85.00922862	131.8690127	166.8590468	150.4378034	29.41202332
sps_RS16265	1.637394732	5.737986231	1.099026321	0.625624442	3.834853165	0
sps_RS16270	785.2839292	1385.316597	835.2342458	780.3784979	1112.67051	311.5464838
sps_RS16275	85.03228011	73.21285839	95.91472382	109.1427323	154.9077058	278.1579236
sps_RS16280	70.29662862	74.85553204	43.98972001	53.55362375	37.43190821	58.88341037
sps_RS16285	48.70003304	39.20145591	43.16327733	42.54692456	47.39176709	26.69380623
sps_RS16290	36.97744631	22.42808704	22.98980088	21.79057197	36.62091093	13.58089017
sps_RS16295	15.4219811	11.16974182	5.778479238	4.169441249	16.77499433	6.101618111
sps_RS16300	463.2149897	491.7246837	204.1012117	218.8231972	180.1614017	68.57345235
sps_RS16305	183.203288	154.2380429	120.7494174	114.1678819	90.83942834	71.87906382
sps_RS16310	203.4846466	172.3309161	75.44160733	103.0339912	101.6783925	75.20844868
sps_RS16315	133.5680942	163.571058	63.24835381	67.80134173	64.56401398	81.78416746
sps_RS16320	29.1283061	20.90283314	20.76879346	19.71541146	38.92375963	24.34265221
sps_RS16325	15.36694689	11.44034831	6.238160581	7.53562985	15.23999054	0.760888031
sps_RS16330	12.53717671	7.581339993	5.594516613	4.810730393	12.54925423	20.03827499
sps_RS16335	59.52260945	28.62652967	25.94900538	14.68982068	43.53377755	16.53857493
sps_RS16340	69.626986	43.10880219	88.93674576	69.78935884	179.0617899	60.77577153
sps_RS16345	37.56881549	24.49240106	24.74090966	22.95769199	38.71781381	20.23206093
sps_RS16350	32.99605545	26.45223549	30.26533665	30.49392119	31.37184562	15.58418658
sps_RS16355	68.30137598	82.48293777	63.29389058	62.28318277	92.1765956	140.437019
sps_RS16360	206.8176667	266.8136656	168.5896334	256.9934576	384.4379748	622.9804948
sps_RS16365	152.9176593	134.5022016	177.5403662	169.4709593	253.9153518	229.3369771
sps_RS16370	308.5449912	293.2270681	283.8291805	266.1227191	305.1344728	88.50707239
sps_RS16375	22.03271326	21.26665615	25.73549004	25.06218526	49.44820965	47.62479732
sps_RS16380	23.84959594	17.06967659	7.533075427	6.151771952	17.40689871	4.560707693
sps_RS16385	277.8612168	292.220746	106.6082386	71.52548249	124.7651794	194.3207852
sps_RS16390	53.98237721	48.45928805	24.81398297	30.66992421	35.47300831	69.35959513
sps_RS16395	12.16547814	8.965851656	6.932802209	5.777324886	17.75553474	8.424888177
sps_RS16400	23.40231017	22.00477044	8.419015144	8.826251755	18.47435273	7.045184375
sps_RS16405	35.53055158	23.82596445	13.05031486	11.50897697	21.13004094	25.33862871
sps_RS16410	99.57551735	54.37590348	67.15135147	55.26450724	168.6160553	198.4089714
sps_RS16415	218.7561332	176.3160743	146.2308946	127.784467	170.60118	37.02658657
sps_RS16420	42.57310852	29.08842291	32.40580056	39.15169564	59.37443788	90.4284938
sps_RS16425	25.01721548	15.35116884	33.88834128	26.35375504	42.10969013	27.42901626
sps_RS16430	39.83200178	30.16877503	34.73951384	32.14671951	76.40832142	7.376542079
sps_RS16435	142.4012306	91.96959219	154.5571982	117.2726405	231.5327251	28.82906172
sps_RS16440	38.83323704	28.69558154	40.6561853	34.08766504	66.60490328	9.05910368
sps_RS16445	76.1170921	83.16870264	130.221379	119.4954631	128.4667382	124.4102397
sps_RS16450	30.23817987	26.62933902	41.17578233	35.71699031	55.07579593	39.00590375
sps_RS16455	25.36446716	20.0239352	39.60201775	33.07267285	55.21652215	44.19541656
sps_RS16460	44.77726575	67.07701854	88.58787726	89.06162574	90.59086145	131.4207211
sps_RS16465	18.09993291	15.12709256	32.24634503	26.87244183	45.0202521	15.26467511
sps_RS16470	8.98254781	8.068942173	19.6781522	16.80877435	26.03155141	7.534056639
sps_RS16475	7.733039548	8.03345811	11.47651102	9.137575661	20.71108683	11.59329167
sps_RS16480	10.04258814	10.12739231	18.58357152	14.70951586	23.03462395	12.69293939
sps_RS16485	50.44355736	41.42375206	29.05713682	24.91715622	31.65999496	6.575646432
sps_RS16490	87.65842344	56.21442501	56.69147893	51.79906576	57.47723486	158.7033202
sps_RS16495	50.81147629	32.40436619	23.67051239	21.028213	23.8897149	25.13340281
sps_RS16500	101.2094798	60.34495291	80.47076045	72.12429881	90.05800478	121.9489031
sps_RS16505	66.19852471	38.17149347	49.12904758	44.88997263	44.37632512	93.57937078
sps_RS16510	59.28748516	32.74944351	58.13127151	54.99368581	77.66814709	9.637417067
sps_RS16515	41.3778343	29.10425164	18.3753705	22.02276325	31.22887497	20.2711514
sps_RS16520	137.3128223	82.90587634	83.77103772	94.63339632	88.06992077	11.54196985
sps_RS16525	49.07377324	40.05715399	76.19991572	58.11375136	102.9070064	61.13679299
sps_RS16530	40.2493014	29.1954401	22.97774837	21.13310432	28.94526156	20.13220155
sps_RS16535	44.76055978	53.26705145	33.12324499	31.27131296	46.12319186	16.75750539
sps_RS16540	18.86479338	12.2334745	11.52878712	9.078277462	20.41209818	17.17135247
sps_RS16545	18.51146986	15.69969896	15.95472867	13.67567237	24.14486901	19.35871695
sps_RS16550	356.412401	237.7760954	112.8158698	97.16651651	153.2904819	70.73870073
sps_RS16555	111.4096114	103.4909097	60.76447151	56.73950804	112.0345251	96.85801902
sps_RS16560	2.932057391	1.864070674	2.140377341	1.317286115	3.29513309	3.771064701
sps_RS16565	216.2849822	362.6560104	287.056527	249.0778508	335.3095021	62.07727264
sps_RS16570	3024.209607	2781.328406	2463.055154	1967.155069	1590.076989	778.2302828
sps_RS16575	30.46341101	35.57826457	17.28973381	13.38477459	21.40507826	18.85985399
sps_RS16580	13.94223954	19.02894563	7.303784776	5.868658873	12.69429931	8.318876429
sps_RS16585	64.75020359	45.78884092	39.20783077	37.58758321	56.8410458	7.728254783
sps_RS16590	29.61957797	16.33899795	16.38233834	14.65296934	27.35528591	14.63702961
sps_RS16595	75.95859048	48.12290006	32.50755383	26.93857047	37.00714897	31.02195529
sps_RS16600	70.06505426	55.85801167	20.96697334	19.6068936	28.87060317	12.69314703
sps_RS16605	37.20197327	20.10347794	16.65039354	12.32279494	20.07218266	1.15032464
sps_RS16620	17.39832136	6.284573785	8.343204787	1.830720703	24.15957494	12.58989554
